
Intensity Mean
 ==================== 
9000,553.393,404.000,593.877,717.931,381.584,394.015,437.363,554.495,294.563,467.013,456.164,661.025,273.619,741.011,248.355,212.968,356.193,527.483,219.552,657.218,222.642,471.645,603.437,542.490,626.157,533.832,393.942,652.390,213.966,564.428,482.013,484.584,368.556,393.864,763.455,628.251,451.722,332.805,724.340,441.756,549.023,499.175,711.041,866.432,504.164,688.557,612.167,294.815,434.328,395.682,881.526,517.299,676.779,623.127,380.079,611.034,593.019,434.455,547.497,626.003,713.083,756.830,354.713,493.153,334.263,448.391,297.401,407.458,770.541,277.313,596.173,319.644,387.857,520.589,551.257,265.247,535.664,534.407,510.584,298.323,501.728,243.739,559.714,252.358,376.089,587.263,371.472,396.073,441.625,512.713,465.367,350.715,462.492,328.281,523.819,341.726,845.123,406.549,481.511,345.314,521.539,455.738,490.657,527.224,346.560,376.821,373.618,310.773,498.309,560.323,480.912,572.857,289.796,395.944,375.253,372.969,232.553,318.636,317.566,304.975,226.371,347.948,339.292,440.556,408.599,297.528,343.622,469.075,239.240,519.235,237.922,425.407,475.574,284.897,323.082,515.545,447.173,311.398,480.936,405.290,567.813,396.020,276.363,314.485,312.441,360.850,271.162,308.102,270.857,255.760,255.973,
10000,508.842,405.157,524.487,677.871,376.255,415.566,394.054,577.783,276.078,461.968,525.819,603.654,268.768,692.167,227.315,212.503,337.432,477.857,209.489,592.907,222.847,490.898,589.065,516.167,576.292,506.524,257.343,666.308,225.163,544.222,457.197,496.566,334.459,397.531,678.809,639.206,467.776,331.745,613.724,413.027,494.204,470.893,685.060,702.644,487.286,577.088,556.051,288.409,419.823,335.613,819.343,528.479,639.599,618.405,363.932,622.177,542.030,453.839,597.597,591.644,635.470,683.469,379.799,481.621,305.995,400.555,297.794,411.051,745.367,258.675,612.281,352.650,378.840,481.528,501.250,284.499,537.173,486.009,527.375,303.379,495.975,235.225,390.824,244.658,372.025,534.860,347.186,391.235,423.826,519.644,462.737,312.306,436.129,302.160,537.447,278.106,673.817,405.560,457.182,304.325,503.158,449.750,479.195,464.669,321.324,340.725,344.636,321.487,425.077,567.468,482.861,535.953,255.381,326.191,340.251,377.501,220.585,290.368,300.836,295.736,228.332,361.918,302.521,441.970,364.220,299.997,351.761,435.181,239.322,473.713,248.781,419.556,494.484,271.650,324.077,547.008,467.685,300.869,462.653,427.040,503.244,384.176,264.662,317.526,322.462,299.011,256.603,293.618,272.894,246.995,273.376,
11000,552.063,423.394,548.138,685.128,369.655,440.263,410.335,602.951,281.976,451.416,549.545,613.860,278.198,709.898,235.507,221.208,337.369,552.437,224.076,579.441,217.804,545.142,544.542,550.451,599.171,515.207,418.940,673.653,229.489,547.626,396.831,445.110,321.218,406.168,847.489,677.527,445.535,337.108,618.672,424.609,525.205,490.523,663.265,792.419,479.317,537.429,552.048,289.391,452.370,346.146,840.781,549.684,710.391,605.390,348.952,541.414,682.824,445.504,657.594,589.841,653.898,606.446,391.303,544.467,313.845,388.201,294.643,396.287,733.890,284.234,619.152,316.262,392.095,486.593,543.466,275.478,576.810,514.090,521.828,313.279,507.972,246.580,335.736,248.313,359.729,512.141,353.736,367.211,393.975,541.877,435.134,302.633,412.924,272.542,579.584,281.838,608.602,373.115,459.328,309.668,462.926,405.971,471.259,460.007,336.307,317.030,351.987,297.070,392.996,598.165,487.835,597.010,246.761,295.273,301.766,354.167,224.398,286.859,296.367,302.413,221.130,348.209,310.965,380.162,408.663,299.239,321.080,429.964,211.525,469.743,239.747,441.188,469.772,275.431,342.922,526.058,557.070,296.442,618.977,522.640,481.927,377.716,260.296,348.251,305.852,300.947,253.181,303.193,262.045,243.289,271.513,
12000,540.894,415.759,566.422,667.435,348.222,881.789,373.011,587.766,420.086,455.528,493.150,659.916,262.896,733.549,254.116,266.705,321.581,614.523,287.241,768.681,275.451,1799.223,622.929,509.769,632.173,541.269,635.579,1030.431,341.634,562.664,426.805,557.076,334.157,379.103,621.348,640.092,469.605,308.771,802.326,671.263,555.019,480.218,661.713,689.080,523.660,576.704,532.152,274.125,401.674,318.335,849.650,497.036,1263.467,983.157,349.631,574.937,655.944,426.393,647.261,776.239,1070.011,601.316,470.991,508.360,330.460,422.735,317.342,619.723,749.839,269.181,633.371,311.368,383.259,503.843,477.985,293.865,1537.025,549.062,577.818,323.748,511.641,475.472,328.861,259.074,399.036,590.500,330.384,355.984,380.658,698.488,459.830,303.131,385.760,291.935,601.896,289.797,627.414,434.882,431.168,354.447,455.701,418.737,424.087,478.748,312.060,323.480,340.270,313.788,371.015,1896.149,890.412,1357.008,250.702,316.299,330.752,344.395,221.798,295.241,300.578,307.046,226.302,359.167,316.634,406.408,407.054,311.440,323.746,426.436,241.300,604.733,265.689,542.449,497.064,268.371,421.392,949.180,1064.314,319.266,1491.604,1396.783,520.279,387.839,258.942,409.432,648.059,293.342,257.647,314.277,292.788,242.472,277.837,
13000,571.520,559.769,621.903,777.373,382.326,2140.508,384.801,603.086,1101.816,509.131,701.077,1188.788,280.809,2140.547,403.554,273.572,423.540,888.808,517.728,2271.095,639.436,1629.218,1002.853,543.465,622.207,502.862,789.234,2858.173,488.494,551.977,566.114,965.315,333.074,594.557,923.629,673.150,507.654,333.447,681.122,1889.713,610.019,487.223,741.371,775.344,1683.712,619.894,583.174,326.349,418.548,292.916,847.080,595.195,4173.335,3004.703,358.387,665.982,553.209,480.208,641.304,2679.109,3625.973,624.149,596.644,774.053,340.099,444.551,334.915,1302.665,744.811,272.967,655.252,301.039,403.486,682.043,631.800,311.609,2559.775,743.812,713.688,527.059,560.971,995.058,393.795,275.119,455.109,1108.323,381.110,340.988,407.001,1062.152,503.920,511.844,389.302,264.531,653.230,299.479,641.658,519.975,449.113,328.103,466.283,419.041,396.068,583.541,362.276,309.105,368.961,320.202,387.103,2352.365,1381.770,2881.467,269.065,353.922,376.861,430.990,233.009,326.212,389.590,313.325,237.778,373.470,360.297,462.818,469.235,706.235,364.104,434.461,327.150,1649.844,303.344,1846.050,613.809,293.957,632.571,2473.033,1333.873,305.897,1871.744,1578.242,863.943,387.388,288.815,474.863,1478.830,357.677,281.345,882.003,285.529,253.746,269.928,
14000,600.085,721.107,720.270,692.002,430.912,1581.722,403.695,621.941,1295.404,521.419,1924.800,3120.177,378.343,3761.799,1108.613,255.405,655.638,725.693,526.885,3097.015,466.103,1328.134,1439.329,581.582,680.269,662.242,481.326,3119.207,473.524,582.215,1073.960,1232.804,437.315,1335.493,2705.720,727.145,627.753,365.423,711.583,1216.160,627.642,498.013,857.276,719.710,3107.432,595.465,787.751,924.121,520.688,360.540,858.892,844.879,4071.015,3371.091,485.709,761.501,644.160,511.361,734.531,2796.014,3840.899,698.894,989.888,1325.771,532.523,421.449,339.634,879.296,808.016,292.322,671.386,333.012,422.125,886.284,779.104,335.398,1989.824,775.974,775.808,776.467,656.490,599.031,699.144,394.131,1223.261,1887.941,478.823,646.765,502.471,1177.631,849.351,1149.683,440.022,263.325,969.766,297.599,634.723,471.613,670.478,362.801,563.703,441.351,539.174,1012.299,452.455,510.933,637.147,349.734,426.221,2325.421,2261.991,1882.643,379.768,539.311,598.492,651.757,461.767,504.064,620.054,313.649,240.359,369.381,413.128,836.557,769.985,1150.705,782.149,645.190,390.240,2351.647,314.297,1750.168,909.818,602.618,584.666,2008.525,1352.422,400.424,1374.649,1116.324,1608.270,464.397,335.443,431.972,1057.026,547.457,321.450,1480.332,486.064,241.555,280.158,
15000,593.181,969.725,653.259,791.259,515.957,859.581,391.057,671.639,798.901,480.730,1008.490,2956.242,910.926,2905.211,635.802,242.924,1025.744,682.015,337.869,2738.049,304.681,786.206,1098.675,646.567,788.315,995.481,428.446,2411.652,363.025,629.620,1377.168,871.407,516.800,1330.066,2753.210,1025.187,741.903,386.688,854.858,763.656,606.571,580.085,956.219,979.764,2261.942,664.333,1635.794,1088.479,998.606,530.996,1096.495,2158.888,2357.724,2473.136,944.060,752.388,811.787,616.582,813.244,2101.114,2601.310,678.214,697.230,1278.715,680.112,469.658,331.895,883.285,905.459,321.116,705.026,353.445,549.275,985.863,914.332,321.704,1129.303,765.891,742.101,735.703,725.980,472.886,830.201,571.595,1310.245,2087.383,936.211,1053.928,743.228,889.747,1536.672,991.627,412.554,274.455,857.229,316.223,583.439,1132.477,1714.621,529.852,1128.889,990.207,1094.782,1674.144,514.107,640.363,929.098,387.334,433.597,1559.277,1487.755,1090.552,775.523,792.334,813.080,1311.869,650.863,646.108,833.735,359.208,259.802,622.877,805.032,1340.072,1173.227,839.231,1007.160,1109.062,299.245,1658.309,316.152,1139.712,954.092,458.642,470.630,1158.193,1465.195,502.797,1343.898,979.925,1856.998,951.036,692.834,358.090,748.726,618.291,416.497,915.248,439.366,264.448,443.046,
16000,629.008,681.626,628.641,863.033,536.320,849.220,423.034,633.278,451.215,519.308,696.292,2048.781,766.524,1968.357,449.077,250.235,975.338,654.262,283.279,1797.988,306.831,623.662,761.002,794.092,858.345,1025.258,374.199,1440.497,270.185,641.661,966.309,629.716,1221.502,851.550,1588.878,1522.205,672.430,322.365,1395.703,561.231,561.864,686.786,1147.996,918.780,1324.375,713.943,1880.506,671.228,1134.573,932.141,1357.852,1825.640,1388.517,1616.249,977.720,653.106,694.484,696.173,777.842,1299.596,1278.718,714.220,558.366,858.496,808.670,502.170,355.327,503.814,1028.163,339.526,741.979,318.398,494.420,632.976,695.589,346.971,713.806,766.597,754.063,428.926,613.724,297.560,724.999,466.813,1502.335,1515.460,1202.639,1196.349,1270.137,638.985,1427.497,653.779,402.918,266.011,951.792,462.015,601.994,1207.500,1839.245,743.525,2067.063,1854.821,1275.570,1183.060,790.071,947.117,903.866,457.129,494.266,1011.827,909.073,780.854,658.242,1131.393,1062.966,963.568,617.644,726.178,861.846,465.271,229.491,936.053,915.309,923.316,1143.990,647.345,938.969,1194.108,264.406,922.023,286.443,741.615,693.837,555.475,393.515,787.864,919.418,389.447,887.915,622.411,1517.678,962.086,888.579,357.832,457.280,800.879,617.610,558.514,553.677,282.385,631.942,
17000,674.767,596.958,664.285,838.085,524.740,587.086,428.300,672.232,338.968,676.458,674.250,1082.064,490.597,1170.646,338.280,240.676,636.457,633.494,241.598,1014.730,268.188,569.116,756.835,700.911,813.865,796.571,317.166,1010.093,255.679,598.488,843.201,553.911,1109.454,596.890,1042.325,1337.878,629.904,446.107,1789.644,485.315,605.834,762.021,1090.858,1121.005,879.345,736.483,1129.513,430.157,1114.601,806.186,1732.552,1148.342,1042.689,1115.057,986.157,636.563,914.899,789.739,1023.174,897.625,999.036,812.265,535.979,645.891,548.857,453.942,366.235,458.020,1023.329,402.628,812.353,349.196,527.038,640.170,620.989,315.972,608.547,707.195,623.465,388.931,578.946,268.248,727.261,362.177,1068.067,869.103,846.272,644.220,1130.977,597.744,1065.464,497.365,495.387,286.626,836.787,597.734,688.321,847.044,984.286,684.902,1612.218,1738.921,1179.035,1022.940,767.536,947.938,750.336,497.672,554.061,844.698,742.099,702.847,391.639,1067.319,1030.492,987.543,944.653,599.275,659.142,472.189,242.657,966.828,718.506,794.952,740.006,455.871,632.498,922.297,257.662,639.497,269.699,537.142,613.853,443.106,386.251,616.861,704.636,370.954,728.871,607.134,819.574,816.287,754.989,351.118,418.642,765.452,556.322,341.705,396.121,313.924,478.483,
18000,691.078,571.204,792.110,964.474,434.660,459.822,485.260,696.057,340.524,669.781,652.174,776.850,345.646,1091.932,278.928,238.302,433.070,588.994,226.494,681.451,246.265,562.515,679.699,631.082,744.720,637.403,271.068,804.197,240.946,615.828,511.293,531.640,723.181,461.420,781.933,1031.413,592.659,358.446,1222.360,423.165,608.295,666.901,879.418,1272.933,718.018,696.453,779.146,368.256,633.100,596.059,1682.659,721.422,814.659,895.948,611.485,595.090,1020.544,646.956,1107.410,695.077,765.104,989.725,451.653,657.316,483.933,406.260,347.696,434.839,999.953,451.816,854.116,399.276,442.209,591.887,585.203,331.010,541.947,654.853,575.451,322.361,611.353,267.485,674.610,309.516,691.155,650.096,488.304,417.524,679.399,548.677,551.259,393.576,464.310,285.847,849.097,514.235,746.519,629.629,660.840,526.452,951.498,1108.990,701.724,757.683,649.851,722.110,511.977,494.414,666.725,658.406,603.939,597.960,326.712,754.832,654.819,570.710,264.573,424.540,431.895,421.338,234.339,771.872,456.980,490.043,558.107,398.075,389.938,621.984,250.440,589.652,272.753,444.309,539.330,412.191,375.632,607.156,549.760,346.789,564.923,512.800,668.088,507.352,448.692,354.671,337.784,598.119,396.716,323.061,305.971,338.865,401.806,
19000,659.990,586.238,801.254,871.751,397.363,499.226,469.175,660.676,330.746,573.131,534.456,718.874,313.887,993.005,263.795,222.492,380.503,754.384,219.547,708.208,242.627,517.478,575.535,606.963,672.619,589.963,264.540,810.379,235.499,688.838,539.269,479.629,423.832,470.702,787.702,909.525,583.447,416.370,956.267,435.323,712.529,615.518,789.131,1445.809,674.035,650.579,662.840,297.258,522.395,437.524,1126.097,613.450,713.931,841.711,513.993,593.608,881.948,571.591,1014.021,687.857,722.482,992.732,460.632,709.048,440.686,422.493,321.034,416.318,1058.494,340.487,813.090,434.912,432.798,566.849,626.924,331.191,536.600,651.486,626.307,339.728,579.312,251.459,597.539,279.007,537.779,653.634,415.463,395.038,544.491,548.887,544.463,350.087,510.053,307.384,907.713,387.455,703.015,529.843,505.428,445.157,733.744,753.027,554.043,608.069,490.712,495.072,438.179,421.645,632.708,649.633,579.584,696.857,293.051,512.145,465.623,419.498,253.781,382.891,384.453,354.990,225.779,487.438,434.849,487.837,455.310,321.462,362.624,519.949,246.509,578.158,288.851,459.592,511.018,367.461,347.115,571.755,580.569,346.421,571.192,502.301,702.716,437.996,329.857,366.193,343.164,460.513,311.403,311.430,281.797,334.951,313.649,
20000,623.026,502.969,747.386,820.449,402.990,464.792,493.582,654.596,305.076,548.510,543.456,716.815,299.851,951.884,268.938,224.784,370.815,598.211,214.606,645.078,232.023,540.597,603.037,575.031,653.754,575.937,278.586,750.449,222.133,692.079,486.450,499.075,375.237,453.280,785.672,843.697,541.607,357.988,900.262,451.384,628.902,549.158,788.138,1281.791,672.481,702.488,616.616,306.427,460.455,371.512,1163.966,531.683,743.682,853.885,419.563,597.778,801.309,524.625,942.147,615.831,707.994,904.129,439.332,697.737,366.330,432.722,321.061,449.749,1041.938,330.422,774.619,420.909,437.759,564.770,546.129,281.546,527.107,622.666,607.009,333.022,551.652,250.743,485.447,292.538,415.357,559.161,339.912,374.945,470.466,558.959,541.424,342.826,498.319,345.378,824.566,310.646,848.508,472.117,469.276,410.214,579.220,541.489,527.646,504.816,399.523,437.589,417.213,363.226,510.265,590.021,504.491,674.435,286.784,381.248,385.990,433.011,424.899,340.753,353.009,334.004,240.818,421.036,376.505,424.621,441.678,347.260,367.753,451.341,236.249,553.553,270.991,487.839,532.973,332.262,384.165,578.553,553.803,306.691,585.538,544.036,563.084,392.029,315.257,354.996,342.847,414.617,338.754,321.175,327.168,270.736,292.646,
