Experiment ID:,3817,
Experimetn Name:,CCA1 OX EXP25 ,

sample,biol. desc.,Exp. Cond,,anal.,date,method,params,data type,data window,attention,period,period err,phase by fit,phase to DW,phase err,amplitude by fit,amplitude err,phase method specific,phase to DW,phase err,amplitude method specific,amplitude err,phase by averaged peaks,phase to DW,phase err,amplitude by averaged peaks,amplitude err,phase by first peak,phase to DW,phase err,amplitude by first peak,amplitude err,GOF,ERR,
1140,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,37.24,2.82,18.38,18.38,0.0,113.8,0.0,18.53,18.53,0.0,117.2,0.0,17.83,17.83,1.499,172.9,36.12,17.3,17.3,0.0,160.1,0.0,0.276597,0.087628,

1141,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,34.45,1.157,12.82,12.82,0.0,120.6,0.0,12.75,12.75,1.937,115.8,27.84,12.72,12.72,1.061,163.9,0.710011,13.1,13.1,0.0,164.1,0.0,0.407807,0.240415,
1141,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,33.760000000000005,0.0,13.34,13.34,0.0,120.4,0.0,13.1,13.1,0.0,167.8,0.0,13.12,13.12,0.056569,167.8,0.03113,13.1,13.1,0.0,167.8,0.0,0.354858,0.354858,
1141,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,33.71,2.29,13.16,13.16,0.0,121.3,0.0,13.06,13.06,0.0,116.6,0.0,13.49,13.49,0.579828,169.4,4.897,13.7,13.7,0.0,171.1,0.0,0.363066,0.202142,

1142,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.47,0.474962,8.64,8.64,0.0,243.3,0.0,8.45,8.45,0.774581,236.0,39.65,7.83,7.83,0.06,297.4,4.072,7.8,7.8,0.0,299.3,0.0,0.296829,0.168008,
1142,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.52,0.0,8.58,8.58,0.0,243.3,0.0,7.5,7.5,0.0,297.6,0.0,7.55,7.55,0.083267,297.6,0.0468,7.5,7.5,0.0,297.6,0.0,0.279623,0.279623,
1142,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.53,1.37,7.51,7.51,0.0,233.1,0.0,7.34,7.34,0.0,226.9,0.0,6.5,6.5,1.195,305.5,24.72,7.0,7.0,0.0,297.7,0.0,0.299324,0.054749,

1143,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,19.88,1.628,10.38,10.38,0.0,20.48,0.0,9.7,9.7,4.721,18.34,18.06,4.02,4.02,9.667,38.05,43.79,19.8,19.8,0.0,20.8,0.0,0.647535,0.984733,
1143,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,35.0,0.0,27.98,27.98,0.0,47.85,0.0,24.6,24.6,0.0,49.31,0.0,24.6,24.6,0.0,49.31,7.367396242428605E-6,24.6,24.6,0.0,49.31,0.0,0.868867,0.868867,
1143,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,35.48,2.45,29.56,29.56,0.0,44.91,0.0,29.46,29.46,0.0,41.72,0.0,29.06,29.06,7.241,55.16,9.208,26.5,26.5,0.0,51.9,0.0,0.551434,0.08703,

1144,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,19.99,0.858741,11.55,11.55,0.0,8.825,0.0,10.669999999999998,10.669999999999998,2.149,11.75,6.82,3.79,3.79,9.087,24.52,21.85,8.4,8.4,0.0,13.97,0.0,0.340386,0.580426,
1144,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,35.0,0.0,31.17,31.17,0.0,32.66,0.0,30.9,30.9,0.0,35.41,0.0,30.9,30.9,1.0048591735576161E-14,35.41,0.0,30.9,30.9,0.0,35.41,0.0,0.876227,0.876227,
1144,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,36.97,2.04,30.81,30.81,0.0,29.28,0.0,30.96,30.96,0.0,27.45,0.0,32.52,32.52,2.022,30.77,4.694,31.8,31.8,0.0,32.43,0.0,0.58734,0.076583,

1145,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,31.75,2.295,17.5,17.5,0.0,28.92,0.0,17.5,17.5,3.294,28.92,12.9,17.48,17.48,0.057735,28.92,8.173656988289715E-4,17.5,17.5,0.0,28.92,0.0,0.80358,0.446058,
1145,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,31.62,0.0,17.54,17.54,0.0,28.86,0.0,16.2,16.2,0.0,37.44,0.0,16.21,16.21,0.083267,37.52,0.133492,16.2,16.2,0.0,37.44,0.0,0.775746,0.775746,
1145,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,40.48,5.62,17.76,17.76,0.0,23.87,0.0,17.77,17.77,0.0,22.9,0.0,18.11,18.11,4.78,36.36,8.455,19.8,19.8,0.0,39.34,0.0,0.838143,0.173278,

1146,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.32,0.456967,11.28,11.28,0.0,393.0,0.0,11.16,11.16,1.371,391.3,53.45,10.75,10.75,0.66252,448.3,30.26,10.4,10.4,0.0,463.0,0.0,0.298661,0.136596,
1146,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.58,0.0,11.01,11.01,0.0,393.2,0.0,10.1,10.1,0.0,445.4,0.0,10.05,10.05,0.083267,445.4,0.033785,10.1,10.1,0.0,445.4,0.0,0.278847,0.278847,
1146,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.24,0.89,10.29,10.29,0.0,388.6,0.0,10.31,10.31,0.0,369.9,0.0,9.06,9.06,0.32,459.1,33.44,8.9,8.9,0.0,442.0,0.0,0.256014,0.0505,

1147,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.23,0.472354,10.29,10.29,0.0,632.0,0.0,10.32,10.32,0.753807,645.0,98.58,9.44,9.44,1.441,816.0,144.5,8.7,8.7,0.0,823.0,0.0,0.245848,0.152837,
1147,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.560000000000002,0.0,9.91,9.91,0.0,629.0,0.0,9.1,9.1,0.0,775.0,0.0,9.07,9.07,0.061101,775.0,0.328491,9.1,9.1,0.0,775.0,0.0,0.32743,0.32743,
1147,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.71,1.37,9.52,9.52,0.0,612.0,0.0,9.51,9.51,0.0,586.0,0.0,8.69,8.69,0.896883,833.0,16.2,8.3,8.3,0.0,830.0,0.0,0.251496,0.053963,

1148,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.44,0.763847,12.74,12.74,0.0,167.5,0.0,12.51,12.51,1.458,162.1,40.68,10.79,10.79,5.941,266.1,48.75,13.8,13.8,0.0,242.7,0.0,0.279862,0.250956,
1148,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.4,0.0,12.78,12.78,0.0,167.4,0.0,10.5,10.5,0.0,204.5,0.0,10.5,10.5,0.0,204.5,0.010361,10.5,10.5,0.0,204.5,0.0,0.713437,0.713437,
1148,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.95,1.22,12.22,12.22,0.0,166.0,0.0,12.26,12.26,0.0,159.7,0.0,14.38,14.38,6.822,265.6,14.47,13.1,13.1,0.0,272.8,0.0,0.476834,0.172889,

1149,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.05,0.587262,11.19,11.19,0.0,691.0,0.0,11.14,11.14,2.291,682.0,98.41,10.25,10.25,1.212,819.0,88.02,9.6,9.6,0.0,869.0,0.0,0.281039,0.144296,
1149,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.700000000000003,0.0,10.44,10.44,0.0,695.0,0.0,8.6,8.6,0.0,740.0,0.0,8.6,8.6,6.153480596427404E-15,740.0,0.255482,8.6,8.6,0.0,740.0,0.0,0.320435,0.320435,
1149,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.56,1.29,10.54,10.54,0.0,692.0,0.0,10.49,10.49,0.0,659.0,0.0,8.54,8.54,0.454313,731.0,42.19,8.8,8.8,0.0,714.0,0.0,0.291674,0.047238,

1150,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.07,0.568052,9.2,9.2,0.0,660.0,0.0,9.11,9.11,0.845567,664.0,118.6,8.76,8.76,0.76219,745.0,28.58,8.4,8.4,0.0,761.0,0.0,0.379832,0.178614,
1150,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.48,0.0,8.78,8.78,0.0,659.0,0.0,7.4,7.4,0.0,750.0,0.0,7.42,7.42,0.04,750.0,0.122854,7.4,7.4,0.0,750.0,0.0,0.349231,0.349231,
1150,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.97,1.37,8.3,8.3,0.0,629.0,0.0,8.22,8.22,0.0,607.0,0.0,7.33,7.33,0.543691,757.0,61.49,7.4,7.4,0.0,704.0,0.0,0.334624,0.05971,

1151,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.16,0.859725,9.29,9.29,0.0,522.0,0.0,9.14,9.14,1.198,514.0,132.9,8.97,8.97,0.582866,598.0,11.4,8.7,8.7,0.0,599.0,0.0,0.506664,0.25856,
1151,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.52,0.0,8.96,8.96,0.0,522.0,0.0,8.1,8.1,0.0,615.0,0.0,8.11,8.11,0.083267,614.0,0.82761,8.1,8.1,0.0,615.0,0.0,0.479575,0.479575,
1151,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.34,1.37,8.51,8.51,0.0,491.1,0.0,8.37,8.37,0.0,472.4,0.0,7.33,7.33,0.689734,647.0,32.36,7.7,7.7,0.0,633.0,0.0,0.466331,0.050897,

1152,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.38,0.593756,11.21,11.21,0.0,636.0,0.0,11.05,11.05,0.884192,632.0,81.9,10.72,10.72,0.44,757.0,30.57,10.5,10.5,0.0,772.0,0.0,0.272211,0.129589,
1152,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.6,0.0,10.97,10.97,0.0,635.0,0.0,10.0,10.0,0.0,790.0,0.0,10.0,10.0,0.0,790.0,0.772489,10.0,10.0,0.0,790.0,0.0,0.209556,0.209556,
1152,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.91,1.89,10.52,10.52,0.0,607.0,0.0,10.61,10.61,0.0,586.0,0.0,9.49,9.49,0.02,814.0,43.23,9.5,9.5,0.0,767.0,0.0,0.13094,0.066083,

1153,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.04,0.317031,9.31,9.31,0.0,736.0,0.0,9.03,9.03,0.489167,737.0,79.42,7.89,7.89,0.82203,905.0,30.19,7.5,7.5,0.0,760.0,0.0,0.183799,0.107761,
1153,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.34,0.0,8.93,8.93,0.0,736.0,0.0,7.4,7.4,0.0,820.0,0.0,7.39,7.39,0.061101,820.0,0.136335,7.4,7.4,0.0,820.0,0.0,0.247806,0.247806,
1153,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.65,1.29,8.52,8.52,0.0,735.0,0.0,8.33,8.33,0.0,715.0,0.0,7.12,7.12,1.002,818.0,55.07,7.6,7.6,0.0,834.0,0.0,0.268118,0.061896,

1154,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.56,0.615403,9.63,9.63,0.0,563.0,0.0,9.47,9.47,0.900403,564.0,100.6,8.54,8.54,1.08,713.0,48.26,8.0,8.0,0.0,700.0,0.0,0.31308,0.178369,
1154,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.740000000000002,0.0,9.44,9.44,0.0,562.0,0.0,8.1,8.1,0.0,697.0,0.0,8.13,8.13,0.061101,697.0,0.076354,8.1,8.1,0.0,697.0,0.0,0.307194,0.307194,
1154,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,31.36,1.46,8.71,8.71,0.0,526.0,0.0,8.71,8.71,0.0,511.0,0.0,7.37,7.37,1.221,757.0,63.83,8.0,8.0,0.0,661.0,0.0,0.254985,0.052912,

1155,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.63,0.556757,10.76,10.76,0.0,534.0,0.0,10.86,10.86,2.204,538.0,81.67,10.1,10.1,0.888219,623.0,131.3,9.6,9.6,0.0,614.0,0.0,0.2822,0.151803,
1155,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.84,0.0,10.52,10.52,0.0,534.0,0.0,9.4,9.4,0.0,608.0,0.0,9.36,9.36,0.08,608.0,0.487146,9.4,9.4,0.0,608.0,0.0,0.313697,0.313697,
1155,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.23,1.37,9.93,9.93,0.0,526.0,0.0,9.9,9.9,0.0,500.0,0.0,8.74,8.74,0.130128,629.0,10.74,8.8,8.8,0.0,610.0,0.0,0.282926,0.05138,

1156,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.08,0.56335,8.7,8.7,0.0,173.5,0.0,8.48,8.48,0.922654,165.4,25.69,8.22,8.22,0.820731,196.0,14.12,8.2,8.2,0.0,203.4,0.0,0.291628,0.15532,
1156,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.200000000000003,0.0,8.53,8.53,0.0,173.5,0.0,7.7,7.7,0.0,198.5,0.0,7.7,7.7,1.1648350771590544E-14,198.5,0.014897,7.7,7.7,0.0,198.5,0.0,0.27302,0.27302,
1156,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.49,1.37,6.99,6.99,0.0,164.7,0.0,6.8,6.8,0.0,161.8,0.0,6.84,6.84,1.083,193.7,22.23,7.2,7.2,0.0,181.0,0.0,0.319133,0.067841,

1157,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,32.73,0.641769,16.17,16.17,0.0,122.2,0.0,16.22,16.22,1.07,120.6,17.39,15.74,15.74,0.381838,165.1,7.874,15.6,15.6,0.0,167.9,0.0,0.22612,0.144196,
1157,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,32.64,0.0,16.25,16.25,0.0,122.1,0.0,15.7,15.7,0.0,150.1,0.0,15.68,15.68,0.056569,150.1,0.015796,15.7,15.7,0.0,150.1,0.0,0.286457,0.286457,
1157,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,32.75,1.55,16.1,16.1,0.0,121.7,0.0,16.13,16.13,0.0,120.2,0.0,15.48,15.48,0.494975,151.6,1.401,15.3,15.3,0.0,151.1,0.0,0.287109,0.064116,

1158,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,17.54,0.478407,14.41,14.41,0.0,56.55,0.0,14.709999999999999,14.709999999999999,1.318,48.44,19.24,16.06,16.06,2.8,111.3,20.49,15.7,15.7,0.0,119.5,0.0,0.35956,0.397192,
1158,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,34.900000000000006,0.0,14.51,14.51,0.0,94.94,0.0,14.9,14.9,0.0,126.7,0.0,14.9,14.9,1.0048591735576161E-14,126.7,0.005712,14.9,14.9,0.0,126.7,0.0,0.351407,0.351407,
1158,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,35.36,1.9,13.87,13.87,0.0,91.32,0.0,14.04,14.04,0.0,85.31,0.0,14.82,14.82,0.79196,127.3,13.15,15.1,15.1,0.0,122.6,0.0,0.326848,0.070205,

1159,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.8,0.59603,11.12,11.12,0.0,127.0,0.0,10.97,10.97,0.903575,126.4,23.0,10.23,10.23,0.702377,158.9,8.096,9.9,9.9,0.0,157.9,0.0,0.368219,0.181962,
1159,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.0,0.0,10.91,10.91,0.0,127.0,0.0,9.5,9.5,0.0,166.3,0.0,9.5,9.5,0.0,166.3,0.002127,9.5,9.5,0.0,166.3,0.0,0.29677,0.29677,
1159,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.99,1.29,10.86,10.86,0.0,124.5,0.0,10.89,10.89,0.0,118.4,0.0,9.71,9.71,0.210713,173.6,16.32,9.6,9.6,0.0,183.0,0.0,0.258543,0.061873,

1160,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.23,0.441487,8.58,8.58,0.0,140.7,0.0,8.49,8.49,0.74798,138.6,19.11,8.2,8.2,0.642599,156.5,5.324,7.9,7.9,0.0,159.5,0.0,0.306165,0.137879,
1160,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.5,0.0,8.23,8.23,0.0,140.7,0.0,7.5,7.5,0.0,157.1,0.0,7.5,7.5,0.0,157.1,0.011515,7.5,7.5,0.0,157.1,0.0,0.28103,0.28103,
1160,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.94,1.29,7.85,7.85,0.0,135.2,0.0,7.66,7.66,0.0,132.2,0.0,7.79,7.79,0.981699,157.6,39.22,7.5,7.5,0.0,142.8,0.0,0.313908,0.053234,

1161,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.79,0.368565,9.75,9.75,0.0,867.0,0.0,9.66,9.66,0.609548,865.0,101.8,8.98,8.98,0.523195,948.0,38.65,8.7,8.7,0.0,967.0,0.0,0.273675,0.117688,
1161,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.98,0.0,9.52,9.52,0.0,868.0,0.0,7.9,7.9,0.0,921.0,0.0,7.92,7.92,0.04,921.0,0.02069,7.9,7.9,0.0,921.0,0.0,0.241141,0.241141,
1161,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.63,1.37,8.62,8.62,0.0,851.0,0.0,8.53,8.53,0.0,817.0,0.0,8.1,8.1,0.65493,909.0,64.44,8.0,8.0,0.0,889.0,0.0,0.233337,0.06684,

1162,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.78,0.463117,10.03,10.03,0.0,795.0,0.0,9.96,9.96,0.670587,803.0,102.9,9.32,9.32,0.76,885.0,42.35,8.9,8.9,0.0,908.0,0.0,0.2602,0.128144,
1162,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.060000000000002,0.0,9.66,9.66,0.0,795.0,0.0,7.9,7.9,0.0,823.0,0.0,7.91,7.91,0.061101,823.0,0.031468,7.9,7.9,0.0,823.0,0.0,0.288049,0.288049,
1162,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.37,1.37,9.25,9.25,0.0,772.0,0.0,9.18,9.18,0.0,737.0,0.0,7.66,7.66,0.434665,879.0,133.4,7.7,7.7,0.0,785.0,0.0,0.223707,0.060389,

1163,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.57,0.867909,14.54,14.54,0.0,174.0,0.0,14.26,14.26,1.759,164.4,46.4,14.86,14.86,5.594,262.3,99.98,17.5,17.5,0.0,204.7,0.0,0.345079,0.282238,
1163,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.880000000000003,0.0,14.13,14.13,0.0,173.0,0.0,13.3,13.3,0.0,192.4,0.0,13.25,13.25,0.083267,192.5,0.008243,13.3,13.3,0.0,192.4,0.0,0.677185,0.677185,
1163,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.55,1.09,14.23,14.23,0.0,161.3,0.0,14.21,14.21,0.0,162.2,0.0,15.72,15.72,5.853,257.2,23.75,18.7,18.7,0.0,244.5,0.0,0.48813,0.054606,

1164,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.72,0.757458,10.12,10.12,0.0,308.1,0.0,10.04,10.04,0.750994,308.7,51.3,10.18,10.18,0.36,315.1,10.89,10.0,10.0,0.0,309.7,0.0,0.376542,0.166181,
1164,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.78,0.0,10.06,10.06,0.0,308.1,0.0,10.1,10.1,0.0,311.8,0.0,10.12,10.12,0.04,311.8,0.005876,10.1,10.1,0.0,311.8,0.0,0.377924,0.377924,
1164,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.79,0.94,8.86,8.86,0.0,299.0,0.0,8.8,8.8,0.0,287.0,0.0,9.48,9.48,2.845,326.7,39.26,8.2,8.2,0.0,321.5,0.0,0.378605,0.045867,

1165,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.8,0.691327,15.61,15.61,0.0,191.2,0.0,15.620000000000001,15.620000000000001,1.174,195.7,24.3,15.47,15.47,0.11547,209.0,2.374,15.5,15.5,0.0,207.8,0.0,0.286065,0.12417,
1165,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.78,0.0,15.63,15.63,0.0,191.2,0.0,15.4,15.4,0.0,241.0,0.0,15.42,15.42,0.04,241.0,0.199658,15.4,15.4,0.0,241.0,0.0,0.212133,0.212133,
1165,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.83,1.37,15.58,15.58,0.0,184.3,0.0,15.69,15.69,0.0,189.6,0.0,15.27,15.27,0.26,244.9,5.103,15.4,15.4,0.0,246.6,0.0,0.214642,0.057964,

1166,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.86,0.58816,11.25,11.25,0.0,290.2,0.0,11.15,11.15,0.590195,294.5,38.38,10.74,10.74,0.28,337.0,6.423,10.6,10.6,0.0,337.9,0.0,0.255467,0.130323,
1166,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.8,0.0,11.31,11.31,0.0,290.2,0.0,9.9,9.9,0.0,336.2,0.0,9.9,9.9,0.0,336.1,0.024302,9.9,9.9,0.0,336.2,0.0,0.232242,0.232242,
1166,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.27,1.78,10.79,10.79,0.0,283.3,0.0,10.85,10.85,0.0,270.2,0.0,9.33,9.33,0.14,358.5,7.63,9.4,9.4,0.0,327.0,0.0,0.176621,0.069776,

1167,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.39,0.432284,9.14,9.14,0.0,324.0,0.0,9.01,9.01,0.659848,316.4,45.76,7.94,7.94,0.523195,381.4,12.83,7.7,7.7,0.0,377.6,0.0,0.266629,0.144627,
1167,CCA1:Leaf (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.6,0.0,8.9,8.9,0.0,324.0,0.0,7.3,7.3,0.0,370.5,0.0,7.3,7.3,0.0,370.9,0.661465,7.3,7.3,0.0,370.5,0.0,0.251221,0.251221,
1167,CCA1:Leaf (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.24,1.37,8.28,8.28,0.0,315.1,0.0,8.12,8.12,0.0,304.3,0.0,6.76,6.76,1.788,381.3,65.66,7.7,7.7,0.0,349.9,0.0,0.303521,0.059884,

1168,CCA1:Leaf (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.01,0.434211,10.2,10.2,0.0,425.5,0.0,10.05,10.05,0.668183,424.3,59.85,9.66,9.66,0.28589,483.4,9.085,9.5,9.5,0.0,486.0,0.0,0.306935,0.141056,
